journal,year,data_shared,code_relevant,preprint,data_upon_request,code_shared,code_upon_request,preregistration,osf_exploratory,articles,rDataShared,rPreprint,rDataRequest,rCodeShared,rCodeRequest,rPreReg,rOSF
Glob Ecol Biogeogr,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Global Biogeochem Cycles,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glycobiology,2017,3,0,0,0,0,0,0,0,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Health Behav Policy Rev,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Behav Res,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Educ Behav,2012,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Educ Behav,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Educ Behav,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol,2017,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol,2018,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol Open,2017,0,4,0,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Health Psychol Open,2018,0,1,1,0,0,0,0,0,11,0.0,0.09,0.0,0.0,0.0,0.0,0.0
High Alt Med Biol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hist Psychiatry,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Histochem Cell Biol,2017,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Histochem Cell Biol,2018,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Horm Behav,2018,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hum Brain Mapp,2017,1,5,2,0,0,0,0,0,9,0.11,0.22,0.0,0.0,0.0,0.0,0.0
Hum Brain Mapp,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hum Psychopharmacol,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hum Psychopharmacol,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hum Psychopharmacol,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hum Psychopharmacol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hydrobiologia,2017,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Trans Biomed Eng,2015,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Trans Biomed Eng,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Trans Biomed Eng,2017,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Trans Biomed Eng,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEEE Trans Nanobioscience,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immunobiology,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Immunol Cell Biol,2016,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Immunol Cell Biol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Vitro Cell Dev Biol Anim,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ind Psychiatry J,2017,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indian J Clin Biochem,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indian J Microbiol,2017,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indian J Microbiol,2018,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Indian J Psychiatry,2017,1,1,0,0,0,0,0,0,29,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Indian J Psychiatry,2018,4,6,0,0,0,0,0,0,88,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Indian J Psychol Med,2018,0,1,1,0,0,0,0,0,20,0.0,0.05,0.0,0.0,0.0,0.0,0.0
Indian J Soc Psychiatry,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Infant Behav Dev,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Clin Psychopharmacol,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Behav Med,2017,0,2,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Behav Med,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Behav Nutr Phys Act,2018,2,9,1,1,1,0,0,0,36,0.06,0.03,0.03,0.03,0.0,0.0,0.0
Int J Biol Macromol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Biol Sci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Biol Sci,2018,3,6,2,0,1,0,0,0,31,0.1,0.06,0.0,0.03,0.0,0.0,0.0
Int J Biomater,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Biomater,2018,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Biomed Imaging,2018,1,5,1,0,1,0,0,0,7,0.14,0.14,0.0,0.14,0.0,0.0,0.0
Int J Biometeorol,2017,0,1,1,0,0,0,0,0,8,0.0,0.12,0.0,0.0,0.0,0.0,0.0
Int J Cell Biol,2017,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Cell Biol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Clin Health Psychol,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Dev Neurosci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Dev Neurosci,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Food Microbiol,2018,1,0,1,0,1,0,0,0,2,0.5,0.5,0.0,0.5,0.0,0.0,0.0
Int J Geriatr Psychiatry,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Geriatr Psychiatry,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Geriatr Psychiatry,2016,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Geriatr Psychiatry,2017,0,0,0,0,0,0,0,0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Geriatr Psychiatry,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Med Microbiol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Methods Psychiatr Res,2017,0,0,1,0,1,0,0,0,4,0.0,0.25,0.0,0.25,0.0,0.0,0.0
Int J Microbiol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Microbiol,2018,4,1,0,0,2,0,0,0,11,0.36,0.0,0.0,0.18,0.0,0.0,0.0
Int J Neuropsychopharmacol,2017,17,6,1,0,0,0,0,0,40,0.42,0.02,0.0,0.0,0.0,0.0,0.0
Int J Neuropsychopharmacol,2018,2,0,0,0,0,0,0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Neurosci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Numer Method Biomed Eng,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Psychiatry Clin Pract,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Psychiatry Med,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Psychophysiol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2008,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2010,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2015,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2016,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2017,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Radiat Oncol Biol Phys,2018,0,2,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Reprod Biomed (Yazd),2017,2,0,0,0,0,0,0,0,32,0.06,0.0,0.0,0.0,0.0,0.0,0.0
Int J Reprod Biomed (Yazd),2018,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Soc Psychiatry,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int J Syst Evol Microbiol,2017,8,0,0,0,1,0,0,0,9,0.89,0.0,0.0,0.11,0.0,0.0,0.0
Int J Syst Evol Microbiol,2018,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Neurourol J,2017,0,2,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Neurourol J,2018,0,2,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Psychogeriatr,2012,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Psychogeriatr,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Psychogeriatr,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Int Psychogeriatr,2017,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Integr Comp Biol,2016,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Integr Comp Biol,2017,2,3,2,0,1,0,0,1,6,0.33,0.33,0.0,0.17,0.0,0.0,0.17
Integr Psychol Behav Sci,2017,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interv Neurol,2017,0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interv Neurol,2018,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interv Neuroradiol,2017,0,0,0,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interv Neuroradiol,2018,0,1,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Invert Neurosci,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iran Biomed J,2018,3,0,0,0,0,0,0,0,17,0.18,0.0,0.0,0.0,0.0,0.0,0.0
Iran J Child Neurol,2018,0,1,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iran J Microbiol,2017,1,0,0,0,0,0,0,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Iran J Psychiatry,2017,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isr J Psychiatry Relat Sci,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Abnorm Child Psychol,2017,0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Abnorm Psychol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Am Acad Child Adolesc Psychiatry,2009,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Am Acad Child Adolesc Psychiatry,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Am Acad Child Adolesc Psychiatry,2017,0,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Am Acad Child Adolesc Psychiatry,2018,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.25,0.0,0.0,0.0
J Am Psychiatr Nurses Assoc,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Anim Sci Biotechnol,2018,12,2,2,0,1,0,0,0,36,0.33,0.06,0.0,0.03,0.0,0.0,0.0
J Antibiot (Tokyo),2017,1,0,0,0,0,0,0,0,3,0.33,0.0,0.0,0.0,0.0,0.0,0.0
J Antibiot (Tokyo),2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Appl Biobehav Res,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Appl Microbiol,2017,1,0,0,0,1,0,0,0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0
J Behav Brain Sci,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Behav Decis Mak,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Behav Health,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Behav Health Serv Res,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Behav Med,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Behav Med,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Behav Ther Exp Psychiatry,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Bioeth Inq,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Bioeth Inq,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biol Chem,2017,3,3,1,0,3,0,0,0,29,0.1,0.03,0.0,0.1,0.0,0.0,0.0
J Biol Chem,2018,11,9,0,0,4,0,0,0,37,0.3,0.0,0.0,0.11,0.0,0.0,0.0
J Biol Eng,2018,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biol Inorg Chem,2017,1,0,0,0,0,0,0,0,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
J Biol Phys,2017,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biol Phys,2018,0,0,1,0,0,0,0,0,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0
J Biol Res (Thessalon),2018,1,0,0,0,0,0,0,0,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0
J Biom Biostat,2014,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biom Biostat,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomech,2016,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomech,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomech,2018,0,3,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Inform,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Inform,2018,0,1,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Mater Res A,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Mater Res B Appl Biomater,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Phys Eng,2017,0,2,1,0,0,0,0,0,10,0.0,0.1,0.0,0.0,0.0,0.0,0.0
J Biomed Res,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Res,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Res,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Res,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Biomed Sci,2018,4,2,1,0,0,0,0,0,36,0.11,0.03,0.0,0.0,0.0,0.0,0.0
J Biomed Semantics,2017,0,3,0,0,2,0,0,0,8,0.0,0.0,0.0,0.25,0.0,0.0,0.0
J Biomed Semantics,2018,3,11,5,1,13,0,0,0,14,0.21,0.36,0.07,0.93,0.0,0.0,0.0
J Bus Psychol,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Bus Psychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Can Acad Child Adolesc Psychiatry,2018,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Cell Biochem,2017,2,1,0,0,0,0,0,0,3,0.67,0.0,0.0,0.0,0.0,0.0,0.0
J Cell Biochem,2018,1,0,0,0,0,0,0,0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0
J Cell Biol,2018,4,4,2,0,3,0,0,0,32,0.12,0.06,0.0,0.09,0.0,0.0,0.0
J Cerebrovasc Endovasc Neurosurg,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Chem Neuroanat,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Chem Technol Biotechnol,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Adolesc Behav,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Adolesc Psychopharmacol,2018,5,0,0,0,1,1,0,0,7,0.71,0.0,0.0,0.14,0.14,0.0,0.0
J Child Neurol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Psychol Psychiatry,2009,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Psychol Psychiatry,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Psychol Psychiatry,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Psychol Psychiatry,2016,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Child Psychol Psychiatry,2017,0,1,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Circ Biomark,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Biochem Nutr,2017,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Biochem Nutr,2018,0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Child Adolesc Psychol,2012,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Child Adolesc Psychol,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Child Adolesc Psychol,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Exp Neuropsychol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Microbiol,2018,5,1,29,0,3,0,0,0,29,0.17,1.0,0.0,0.1,0.0,0.0,0.0
J Clin Neurol,2017,0,0,0,0,0,0,0,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Neurol,2018,0,0,0,0,0,0,0,0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Neurophysiol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychiatry,2013,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychiatry,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychiatry,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychiatry,2017,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychiatry,2018,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychol,2017,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Clin Psychopharmacol,2018,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Cogn Neurosci,2016,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Cogn Neurosci,2017,0,3,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Comp Neurol,2016,1,1,0,0,1,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
J Comp Neurol,2017,2,1,0,0,0,0,0,0,3,0.67,0.0,0.0,0.0,0.0,0.0,0.0
J Comp Neurol,2018,0,1,0,0,1,0,0,0,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0
J Comp Physiol A Neuroethol Sens Neural Behav Physiol,2017,1,1,1,0,0,0,0,0,3,0.33,0.33,0.0,0.0,0.0,0.0,0.0
J Comp Physiol A Neuroethol Sens Neural Behav Physiol,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Comput Biol,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Comput Neurosci,2017,0,0,2,0,0,0,0,0,3,0.0,0.67,0.0,0.0,0.0,0.0,0.0
J Comput Neurosci,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J Consult Clin Psychol,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Consult Clin Psychol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Consult Clin Psychol,2018,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Contemp Psychother,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Contemp Psychother,2018,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Dev Behav Pediatr,2018,0,1,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Dev Biol,2015,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Dev Biol,2016,2,1,0,0,0,0,0,0,25,0.08,0.0,0.0,0.0,0.0,0.0,0.0
J Dev Biol,2017,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Dev Biol,2018,0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Emot Behav Disord,2018,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Ethnobiol Ethnomed,2018,6,6,0,0,0,0,0,0,30,0.2,0.0,0.0,0.0,0.0,0.0,0.0
J Eukaryot Microbiol,2017,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Evol Biol,2017,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Exerc Nutrition Biochem,2017,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Exerc Nutrition Biochem,2018,0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Exp Biol,2018,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Exp Neurosci,2018,1,0,1,0,1,0,0,0,7,0.14,0.14,0.0,0.14,0.0,0.0,0.0
J Exp Psychol Gen,2017,0,1,1,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0
J Exp Psychol Gen,2018,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J Exp Psychol Hum Percept Perform,2017,0,2,0,0,1,0,0,0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.0
J Exp Psychol Learn Mem Cogn,2017,1,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0
J Funct Biomater,2017,0,1,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Funct Biomater,2018,0,1,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Geriatr Psychiatry Neurol,2017,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Geriatr Psychiatry Neurol,2018,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J Gerontol A Biol Sci Med Sci,2008,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
J Gerontol A Biol Sci Med Sci,2015,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
